trip_distance,pickup_Longitude,pickup_Latitude,dropoff_Longitude,dropoff_Latitude,pickup_hour,fare_amount,shift_night
0.89,40.66464,-74.10867,40.66464,-74.10867,13,8.5,0
2.3,40.66464,-74.10867,40.66464,-74.10867,11,12.5,0
6.3,40.74522,-74.03217,40.74522,-74.03217,22,40.0,1
8.67,40.76736,-74.03227,40.67767,-74.00465,17,31.0,0
2.0,40.71909,-74.03293,40.71909,-74.03293,19,60.0,1
0.8,40.42076,-74.08494,40.41011,-74.06483,15,5.0,0
2.92,40.41011,-74.06483,40.431,-74.10359,18,15.5,1
2.4,40.75065,-73.99718,40.76078,-73.97767,13,14.5,0
1.43,40.75065,-73.99718,40.7318,-73.98911,18,8.5,1
1.0,40.75065,-73.99718,40.7545,-73.98226,8,9.0,0
3.33,40.75065,-73.99718,40.7318,-73.98911,23,14.0,1
0.7,40.75065,-73.99718,40.74187,-74.00052,16,4.5,0
0.57,40.75065,-73.99718,40.7545,-73.98226,11,5.5,0
0.6,40.75065,-73.99718,40.72633,-73.97861,19,5.0,1
1.83,40.75065,-73.99718,40.73374,-74.00687,17,8.0,0
0.8,40.75065,-73.99718,40.7545,-73.98226,20,5.5,1
1.7,40.75065,-73.99718,40.7559,-73.97386,8,8.0,0
1.77,40.75065,-73.99718,40.7157,-73.98638,21,10.5,1
0.68,40.75065,-73.99718,40.75138,-73.99715,7,4.5,0
0.96,40.75065,-73.99718,40.75138,-73.99715,16,6.5,0
1.76,40.75065,-73.99718,40.72584,-73.998,16,9.0,0
1.3,40.75065,-73.99718,40.74187,-74.00052,19,6.5,1
5.81,40.75065,-73.99718,40.71244,-73.95299,4,19.5,1
0.7,40.75065,-73.99718,40.7545,-73.98226,9,6.5,0
8.39,40.75065,-73.99718,40.81066,-73.8844,4,26.5,1
5.6,40.75065,-73.99718,40.77601,-73.98269,22,23.0,1
3.0,40.75065,-73.99718,40.76166,-73.95017,1,11.0,1
2.2,40.75065,-73.99718,40.72022,-74.00463,8,12.5,0
0.95,40.75065,-73.99718,40.7545,-73.98226,7,6.5,0
1.5,40.75065,-73.99718,40.72584,-73.998,22,11.0,1
0.4,40.75065,-73.99718,40.75065,-73.99718,14,4.5,0
1.9,40.75065,-73.99718,40.7318,-73.98911,17,10.5,0
1.03,40.75065,-73.99718,40.74187,-74.00052,15,5.5,0
0.92,40.75065,-73.99718,40.74187,-74.00052,18,5.0,1
0.31,40.75065,-73.99718,40.75031,-73.99298,5,3.0,0
1.25,40.75065,-73.99718,40.75906,-73.98026,13,11.0,0
3.97,40.75065,-73.99718,40.71683,-74.01494,15,16.5,0
1.0,40.75065,-73.99718,40.72633,-73.97861,22,5.5,1
1.5,40.75065,-73.99718,40.75221,-73.97251,16,10.0,0
2.2,40.75065,-73.99718,40.7157,-73.98638,17,13.0,0
3.5,40.75065,-73.99718,40.77601,-73.98269,16,14.5,0
4.2,40.75065,-73.99718,40.7157,-73.98638,21,16.0,1
0.5,40.75065,-73.99718,40.7545,-73.98226,17,6.0,0
0.3,40.75065,-73.99718,40.75065,-73.99718,19,3.5,1
1.5,40.75065,-73.99718,40.75892,-73.97746,16,9.0,0
1.71,40.75065,-73.99718,40.75859,-73.96793,14,11.5,0
2.4,40.75065,-73.99718,40.7157,-73.98638,11,11.5,0
2.3,40.75065,-73.99718,40.76474,-73.96314,15,16.0,0
2.0,40.75065,-73.99718,40.76474,-73.96314,22,10.5,1
1.88,40.75065,-73.99718,40.72584,-73.998,14,9.0,0
3.69,40.75065,-73.99718,40.7763,-73.95372,14,17.5,0
1.46,40.75065,-73.99718,40.76078,-73.97767,12,7.5,0
4.4,40.75065,-73.99718,40.79173,-73.94396,11,20.0,0
2.1,40.75065,-73.99718,40.7657,-73.98706,22,10.5,1
1.19,40.75065,-73.99718,40.72584,-73.998,16,6.0,0
0.73,40.75065,-73.99718,40.75479,-73.97495,15,5.5,0
0.8,40.75065,-73.99718,40.7559,-73.97386,13,6.0,0
2.8,40.75065,-73.99718,40.77555,-73.99035,21,10.5,1
2.46,40.75065,-73.99718,40.76474,-73.96314,13,13.0,0
2.1,40.75065,-73.99718,40.75859,-73.96793,15,22.0,0
3.63,40.75065,-73.99718,40.7763,-73.95372,13,19.5,0
0.22,40.75065,-73.99718,40.7318,-73.98911,9,3.5,0
1.3,40.75065,-73.99718,40.75778,-73.97249,17,9.0,0
1.9,40.75065,-73.99718,40.7157,-73.98638,15,10.0,0
3.55,40.75065,-73.99718,40.7763,-73.95372,11,22.0,0
2.1,40.75065,-73.99718,40.75859,-73.96793,18,11.0,1
1.3,40.75065,-73.99718,40.74187,-74.00052,18,6.5,1
0.53,40.75065,-73.99718,40.75031,-73.99298,13,5.0,0
2.6,40.75065,-73.99718,40.76474,-73.96314,13,10.5,0
2.5,40.75065,-73.99718,40.76939,-73.95871,16,14.5,0
0.6,40.75065,-73.99718,40.7545,-73.98226,10,7.0,0
5.13,40.75065,-73.99718,40.72858,-73.94774,21,24.5,1
5.35,40.75065,-73.99718,40.77238,-73.92611,0,19.5,1
6.55,40.75065,-73.99718,40.6783,-73.91995,4,22.0,1
3.17,40.75065,-73.99718,40.71395,-74.00764,9,15.5,0
0.9,40.75065,-73.99718,40.74187,-74.00052,23,5.0,1
0.87,40.75065,-73.99718,40.75221,-73.97251,10,7.0,0
1.08,40.75065,-73.99718,40.75221,-73.97251,14,7.5,0
0.35,40.75065,-73.99718,40.75065,-73.99718,11,6.5,0
2.24,40.75065,-73.99718,40.71514,-74.00377,17,13.0,0
5.74,40.75065,-73.99718,40.71025,-74.01672,20,19.5,1
0.48,40.75065,-73.99718,40.7318,-73.98911,4,3.5,1
0.8,40.75065,-73.99718,40.75479,-73.97495,7,6.0,0
0.6,40.75065,-73.99718,40.75065,-73.99718,23,5.0,1
6.7,40.75065,-73.99718,40.68259,-73.97928,5,21.5,0
3.7,40.75065,-73.99718,40.79173,-73.94396,22,13.5,1
0.74,40.75065,-73.99718,40.75065,-73.99718,11,6.0,0
2.51,40.75065,-73.99718,40.76939,-73.95871,15,11.0,0
2.5,40.75065,-73.99718,40.76939,-73.95871,17,14.0,0
2.7,40.75065,-73.99718,40.77601,-73.98269,20,12.0,1
0.48,40.75065,-73.99718,40.74515,-73.9783,2,4.5,1
1.85,40.75065,-73.99718,40.75859,-73.96793,15,8.5,0
1.1,40.75065,-73.99718,40.74187,-74.00052,13,6.0,0
1.75,40.75065,-73.99718,40.73374,-74.00687,12,9.5,0
7.28,40.75065,-73.99718,40.73886,-73.87858,0,26.0,1
4.57,40.75065,-73.99718,40.69463,-73.98972,22,16.0,1
0.91,40.75065,-73.99718,40.72633,-73.97861,23,6.0,1
0.9,40.75065,-73.99718,40.75031,-73.99298,13,7.5,0
1.5,40.75065,-73.99718,40.72584,-73.998,20,9.0,1
0.6,40.75065,-73.99718,40.75221,-73.97251,13,5.0,0
4.9,40.75065,-73.99718,40.70968,-74.01284,23,19.5,1
0.92,40.75065,-73.99718,40.7318,-73.98911,11,6.0,0
2.02,40.75065,-73.99718,40.76362,-73.97244,12,10.0,0
2.64,40.75065,-73.99718,40.7157,-73.98638,11,15.0,0
4.56,40.75065,-73.99718,40.70614,-74.00891,9,17.5,0
2.5,40.75065,-73.99718,40.71395,-74.00764,16,11.0,0
3.23,40.75065,-73.99718,40.7763,-73.95372,23,13.5,1
1.8,40.75065,-73.99718,40.75859,-73.96793,19,9.5,1
0.73,40.75065,-73.99718,40.75906,-73.98026,13,5.0,0
1.02,40.75065,-73.99718,40.75221,-73.97251,9,7.5,0
1.17,40.75065,-73.99718,40.75138,-73.99715,18,7.5,1
1.4,40.75065,-73.99718,40.73374,-74.00687,13,8.5,0
2.62,40.75065,-73.99718,40.76939,-73.95871,23,11.5,1
7.43,40.75065,-73.99718,40.81823,-73.94288,4,24.5,1
1.51,40.75065,-73.99718,40.75533,-73.99311,20,8.5,1
1.12,40.75065,-73.99718,40.7545,-73.98226,18,8.0,1
3.03,40.75065,-73.99718,40.70824,-74.01054,4,12.0,1
1.34,40.75065,-73.99718,40.7318,-73.98911,21,8.0,1
1.4,40.75065,-73.99718,40.75138,-73.99715,21,9.5,1
3.29,40.75065,-73.99718,40.74589,-73.95751,17,13.5,0
3.56,40.75065,-73.99718,40.71683,-74.01494,8,16.0,0
9.07,40.75065,-73.99718,40.77445,-73.87332,8,27.0,0
1.8,40.75065,-73.99718,40.75533,-73.99311,19,9.5,1
1.21,40.75065,-73.99718,40.75906,-73.98026,2,6.0,1
0.6,40.75065,-73.99718,40.75065,-73.99718,8,6.0,0
1.57,40.75065,-73.99718,40.75859,-73.96793,11,11.0,0
0.36,40.75065,-73.99718,40.75065,-73.99718,21,4.0,1
2.63,40.75065,-73.99718,40.7157,-73.98638,22,14.0,1
3.0,40.75065,-73.99718,40.71514,-74.00377,19,12.0,1
1.5,40.75065,-73.99718,40.72633,-73.97861,16,10.0,0
1.4,40.75065,-73.99718,40.73374,-74.00687,19,8.5,1
1.6,40.75065,-73.99718,40.75533,-73.99311,19,10.0,1
2.2,40.75065,-73.99718,40.7318,-73.98911,22,10.0,1
1.76,40.75065,-73.99718,40.75138,-73.99715,8,9.0,0
1.41,40.75065,-73.99718,40.72584,-73.998,19,8.0,1
4.23,40.75065,-73.99718,40.7446,-73.92027,5,14.0,0
0.8,40.75065,-73.99718,40.7318,-73.98911,23,5.0,1
2.77,40.75065,-73.99718,40.76939,-73.95871,15,20.5,0
1.6,40.75065,-73.99718,40.75859,-73.96793,16,12.0,0
1.2,40.75065,-73.99718,40.7545,-73.98226,21,7.0,1
1.01,40.75065,-73.99718,40.74187,-74.00052,13,7.0,0
1.98,40.75065,-73.99718,40.72584,-73.998,19,9.0,1
3.93,40.75065,-73.99718,40.70968,-74.01284,20,17.0,1
0.8,40.75065,-73.99718,40.7318,-73.98911,22,7.0,1
1.89,40.75065,-73.99718,40.7157,-73.98638,23,8.5,1
0.7,40.75065,-73.99718,40.75533,-73.99311,19,9.5,1
1.02,40.75065,-73.99718,40.75138,-73.99715,19,6.0,1
1.5,40.75065,-73.99718,40.75533,-73.99311,20,7.0,1
3.8,40.75065,-73.99718,40.70968,-74.01284,10,15.0,0
0.91,40.75065,-73.99718,40.75221,-73.97251,6,5.5,0
3.0,40.75065,-73.99718,40.72858,-73.94774,19,11.5,1
0.7,40.75065,-73.99718,40.76078,-73.97767,15,10.5,0
1.0,40.75065,-73.99718,40.75221,-73.97251,20,5.5,1
1.6,40.75065,-73.99718,40.75859,-73.96793,13,9.5,0
1.65,40.75065,-73.99718,40.7318,-73.98911,0,7.5,1
3.7,40.75065,-73.99718,40.7763,-73.95372,0,14.5,1
1.15,40.75065,-73.99718,40.72633,-73.97861,18,7.0,1
2.4,40.75065,-73.99718,40.7657,-73.98706,0,11.5,1
1.77,40.75065,-73.99718,40.75859,-73.96793,17,10.5,0
0.7,40.75065,-73.99718,40.7545,-73.98226,14,5.0,0
9.4,40.75065,-73.99718,40.66304,-73.95431,18,33.0,1
1.31,40.75065,-73.99718,40.7545,-73.98226,19,8.0,1
1.52,40.75065,-73.99718,40.75533,-73.99311,14,8.0,0
1.62,40.75065,-73.99718,40.72584,-73.998,20,8.0,1
4.42,40.75065,-73.99718,40.80245,-73.9526,23,14.5,1
1.2,40.75065,-73.99718,40.76078,-73.97767,19,7.0,1
5.79,40.75065,-73.99718,40.70916,-74.00279,16,23.0,0
1.0,40.75065,-73.99718,40.7318,-73.98911,20,5.5,1
1.8,40.75065,-73.99718,40.72633,-73.97861,19,8.5,1
0.74,40.75065,-73.99718,40.75533,-73.99311,20,5.5,1
1.5,40.75065,-73.99718,40.73374,-74.00687,0,8.5,1
3.93,40.75065,-73.99718,40.7763,-73.95372,16,16.5,0
2.1,40.75065,-73.99718,40.72022,-74.00463,8,9.0,0
1.41,40.75065,-73.99718,40.75221,-73.97251,23,7.0,1
1.29,40.75065,-73.99718,40.72584,-73.998,15,7.5,0
1.16,40.75065,-73.99718,40.7318,-73.98911,20,5.0,1
0.8,40.75065,-73.99718,40.75065,-73.99718,18,5.5,1
0.63,40.75065,-73.99718,40.75065,-73.99718,0,5.5,1
2.49,40.75065,-73.99718,40.71395,-74.00764,18,10.5,1
1.38,40.75065,-73.99718,40.72584,-73.998,14,7.5,0
1.0,40.75065,-73.99718,40.74515,-73.9783,9,6.5,0
0.8,40.75065,-73.99718,40.75479,-73.97495,11,7.0,0
2.36,40.75065,-73.99718,40.77601,-73.98269,23,10.5,1
1.4,40.75065,-73.99718,40.7545,-73.98226,12,12.5,0
0.77,40.75065,-73.99718,40.75533,-73.99311,20,6.5,1
2.7,40.75065,-73.99718,40.72584,-73.998,14,14.5,0
1.65,40.75065,-73.99718,40.75065,-73.99718,12,7.5,0
0.5,40.75065,-73.99718,40.7318,-73.98911,19,4.5,1
1.4,40.75065,-73.99718,40.7318,-73.98911,2,7.5,1
1.6,40.75065,-73.99718,40.7318,-73.98911,21,8.0,1
1.42,40.75065,-73.99718,40.76078,-73.97767,18,9.0,1
1.28,40.75065,-73.99718,40.73374,-74.00687,17,7.0,0
2.7,40.75065,-73.99718,40.72584,-73.998,18,13.0,1
1.0,40.75065,-73.99718,40.72633,-73.97861,15,7.0,0
1.6,40.75065,-73.99718,40.72584,-73.998,18,8.5,1
0.9,40.75065,-73.99718,40.74187,-74.00052,18,6.5,1
3.8,40.75065,-73.99718,40.7763,-73.95372,1,12.5,1
1.16,40.75065,-73.99718,40.75906,-73.98026,13,7.0,0
1.95,40.75065,-73.99718,40.7157,-73.98638,20,11.0,1
4.7,40.75065,-73.99718,40.79857,-73.96659,0,17.5,1
5.24,40.75065,-73.99718,40.67913,-73.96384,19,20.0,1
2.1,40.75065,-73.99718,40.75859,-73.96793,9,15.5,0
1.0,40.75065,-73.99718,40.75533,-73.99311,18,11.5,1
1.0,40.75065,-73.99718,40.73374,-74.00687,8,6.0,0
1.8,40.75065,-73.99718,40.76362,-73.97244,16,10.5,0
3.0,40.75065,-73.99718,40.76166,-73.95017,12,12.5,0
2.9,40.75065,-73.99718,40.76939,-73.95871,17,14.5,0
2.26,40.75065,-73.99718,40.72584,-73.998,23,10.0,1
4.47,40.75065,-73.99718,40.79857,-73.96659,2,15.5,1
0.8,40.75065,-73.99718,40.7318,-73.98911,19,6.5,1
0.6,40.75065,-73.99718,40.75221,-73.97251,2,5.0,1
1.9,40.75065,-73.99718,40.76078,-73.97767,13,10.5,0
1.13,40.75065,-73.99718,40.76078,-73.97767,18,9.5,1
1.0,40.75065,-73.99718,40.7545,-73.98226,15,7.0,0
1.37,40.75065,-73.99718,40.76078,-73.97767,4,6.5,1
1.2,40.75065,-73.99718,40.7318,-73.98911,8,8.0,0
3.2,40.75065,-73.99718,40.7763,-73.95372,19,15.5,1
3.0,40.75065,-73.99718,40.7763,-73.95372,11,18.5,0
2.1,40.75065,-73.99718,40.7157,-73.98638,1,11.0,1
2.6,40.75065,-73.99718,40.72633,-73.97861,13,12.0,0
1.4,40.75065,-73.99718,40.72633,-73.97861,21,7.0,1
3.25,40.75065,-73.99718,40.76166,-73.95017,16,15.0,0
0.74,40.75065,-73.99718,40.76078,-73.97767,20,4.5,1
1.4,40.75065,-73.99718,40.75221,-73.97251,15,9.0,0
1.25,40.75065,-73.99718,40.75138,-73.99715,8,7.5,0
7.8,40.75065,-73.99718,40.83884,-73.94279,23,25.0,1
0.93,40.75065,-73.99718,40.75479,-73.97495,20,6.5,1
1.27,40.75065,-73.99718,40.7559,-73.97386,23,6.5,1
2.17,40.75065,-73.99718,40.72584,-73.998,12,13.5,0
0.41,40.75065,-73.99718,40.72633,-73.97861,15,3.5,0
4.33,40.75065,-73.99718,40.79857,-73.96659,22,15.0,1
2.5,40.75065,-73.99718,40.71514,-74.00377,20,11.5,1
1.42,40.75065,-73.99718,40.73374,-74.00687,7,7.5,0
1.67,40.75065,-73.99718,40.75859,-73.96793,8,9.0,0
9.7,40.75065,-73.99718,40.86715,-73.9241,0,30.0,1
3.3,40.75065,-73.99718,40.7763,-73.95372,10,22.0,0
1.35,40.75065,-73.99718,40.7559,-73.97386,12,10.0,0
1.2,40.75065,-73.99718,40.76078,-73.97767,21,7.0,1
1.6,40.75065,-73.99718,40.72633,-73.97861,18,10.0,1
0.9,40.75065,-73.99718,40.73374,-74.00687,14,6.5,0
2.9,40.75065,-73.99718,40.76939,-73.95871,21,12.0,1
1.4,40.75065,-73.99718,40.75533,-73.99311,22,7.0,1
3.27,40.75065,-73.99718,40.7763,-73.95372,1,11.0,1
1.9,40.75065,-73.99718,40.75533,-73.99311,19,11.0,1
2.0,40.75065,-73.99718,40.7318,-73.98911,22,10.5,1
11.3,40.75065,-73.99718,40.77445,-73.87332,11,40.0,0
0.61,40.75065,-73.99718,40.7545,-73.98226,17,6.5,0
0.53,40.75065,-73.99718,40.75065,-73.99718,20,4.5,1
2.75,40.75065,-73.99718,40.76939,-73.95871,16,12.0,0
0.5,40.75065,-73.99718,40.75031,-73.99298,7,4.0,0
0.9,40.75065,-73.99718,40.7545,-73.98226,21,5.5,1
0.81,40.75065,-73.99718,40.7545,-73.98226,13,5.5,0
2.3,40.75065,-73.99718,40.76474,-73.96314,13,12.0,0
1.2,40.75065,-73.99718,40.76078,-73.97767,7,6.5,0
2.4,40.75065,-73.99718,40.7657,-73.98706,18,11.0,1
0.8,40.75065,-73.99718,40.75065,-73.99718,13,6.5,0
0.3,40.75065,-73.99718,40.75065,-73.99718,2,4.5,1
1.13,40.75065,-73.99718,40.72633,-73.97861,11,7.0,0
1.36,40.75065,-73.99718,40.75906,-73.98026,16,8.0,0
4.68,40.75065,-73.99718,40.70824,-74.01054,12,17.0,0
2.1,40.75065,-73.99718,40.75533,-73.99311,14,9.5,0
0.97,40.75065,-73.99718,40.72633,-73.97861,21,5.5,1
2.24,40.75065,-73.99718,40.76474,-73.96314,18,12.5,1
4.48,40.75065,-73.99718,40.74482,-73.90522,0,22.0,1
3.5,40.75065,-73.99718,40.79173,-73.94396,19,14.0,1
1.5,40.75065,-73.99718,40.75859,-73.96793,20,9.5,1
6.95,40.75065,-73.99718,40.75166,-73.88361,21,23.5,1
0.88,40.75065,-73.99718,40.7545,-73.98226,1,6.0,1
1.62,40.75065,-73.99718,40.72633,-73.97861,0,10.0,1
1.5,40.75065,-73.99718,40.72584,-73.998,2,8.0,1
3.7,40.75065,-73.99718,40.7763,-73.95372,13,13.5,0
2.5,40.75065,-73.99718,40.76939,-73.95871,17,13.0,0
0.8,40.75065,-73.99718,40.72633,-73.97861,18,7.5,1
1.3,40.75065,-73.99718,40.75138,-73.99715,13,8.5,0
2.0,40.75065,-73.99718,40.72584,-73.998,2,9.5,1
0.89,40.75065,-73.99718,40.75221,-73.97251,16,6.5,0
0.3,40.75065,-73.99718,40.7545,-73.98226,10,3.0,0
1.43,40.75065,-73.99718,40.72633,-73.97861,0,8.5,1
1.3,40.75065,-73.99718,40.7318,-73.98911,23,7.0,1
0.43,40.75065,-73.99718,40.75031,-73.99298,1,4.0,1
6.7,40.75065,-73.99718,40.67767,-74.00465,23,22.0,1
3.2,40.75065,-73.99718,40.7763,-73.95372,22,11.5,1
4.8,40.75065,-73.99718,40.70614,-74.00891,5,16.0,0
1.1,40.75065,-73.99718,40.75221,-73.97251,17,7.0,0
8.9,40.75065,-73.99718,40.77445,-73.87332,12,28.0,0
1.3,40.75065,-73.99718,40.74515,-73.9783,13,9.0,0
1.3,40.75065,-73.99718,40.75778,-73.97249,19,7.5,1
1.0,40.75065,-73.99718,40.7318,-73.98911,19,6.5,1
1.18,40.75065,-73.99718,40.7318,-73.98911,2,6.5,1
1.21,40.75065,-73.99718,40.72584,-73.998,18,7.5,1
1.07,40.75065,-73.99718,40.75479,-73.97495,14,8.5,0
1.6,40.75065,-73.99718,40.75859,-73.96793,3,7.5,1
0.6,40.75065,-73.99718,40.75533,-73.99311,13,4.0,0
0.57,40.75065,-73.99718,40.74515,-73.9783,8,5.5,0
1.3,40.75065,-73.99718,40.74187,-74.00052,3,6.0,1
2.69,40.75065,-73.99718,40.7157,-73.98638,14,16.0,0
1.85,40.75065,-73.99718,40.76362,-73.97244,9,8.0,0
8.07,40.75065,-73.99718,40.6783,-73.91995,22,28.5,1
1.17,40.75065,-73.99718,40.7559,-73.97386,0,6.5,1
1.68,40.75065,-73.99718,40.75859,-73.96793,14,10.5,0
0.8,40.75065,-73.99718,40.75031,-73.99298,19,5.0,1
4.6,40.75065,-73.99718,40.79173,-73.94396,22,17.0,1
1.21,40.75065,-73.99718,40.75138,-73.99715,13,13.0,0
2.36,40.75065,-73.99718,40.72022,-74.00463,19,16.0,1
0.98,40.75065,-73.99718,40.75221,-73.97251,12,8.5,0
0.8,40.75065,-73.99718,40.7545,-73.98226,18,5.5,1
1.51,40.75065,-73.99718,40.72633,-73.97861,21,7.5,1
1.5,40.75065,-73.99718,40.72584,-73.998,12,8.5,0
2.5,40.75065,-73.99718,40.71514,-74.00377,8,10.5,0
1.6,40.75065,-73.99718,40.75859,-73.96793,21,7.0,1
1.4,40.75065,-73.99718,40.7584,-73.97203,11,12.5,0
0.92,40.75065,-73.99718,40.75031,-73.99298,23,5.5,1
0.5,40.75065,-73.99718,40.75065,-73.99718,13,7.0,0
5.71,40.75065,-73.99718,40.81184,-73.9534,12,23.5,0
1.4,40.75065,-73.99718,40.72633,-73.97861,17,7.5,0
0.6,40.75065,-73.99718,40.74187,-74.00052,22,4.5,1
3.81,40.75065,-73.99718,40.76166,-73.95017,12,20.0,0
0.93,40.75065,-73.99718,40.72633,-73.97861,15,5.5,0
1.78,40.75065,-73.99718,40.7545,-73.98226,8,7.0,0
0.1,40.75065,-73.99718,40.75065,-73.99718,18,2.5,1
1.05,40.75065,-73.99718,40.75533,-73.99311,23,6.0,1
0.7,40.75065,-73.99718,40.75138,-73.99715,17,5.0,0
3.4,40.75065,-73.99718,40.7763,-73.95372,1,12.5,1
2.1,40.75065,-73.99718,40.75533,-73.99311,19,10.5,1
1.1,40.75065,-73.99718,40.75138,-73.99715,22,6.5,1
1.2,40.75065,-73.99718,40.75221,-73.97251,8,7.5,0
3.55,40.75065,-73.99718,40.75533,-73.99311,1,14.0,1
0.2,40.75065,-73.99718,40.75065,-73.99718,21,3.5,1
2.0,40.75065,-73.99718,40.7157,-73.98638,18,12.5,1
1.9,40.75065,-73.99718,40.72584,-73.998,8,9.0,0
1.05,40.75065,-73.99718,40.75479,-73.97495,1,6.0,1
0.68,40.75065,-73.99718,40.75031,-73.99298,15,5.5,0
1.56,40.75065,-73.99718,40.76474,-73.96314,0,8.0,1
6.7,40.75065,-73.99718,40.73886,-73.87858,5,21.5,0
1.7,40.75065,-73.99718,40.75221,-73.97251,20,8.5,1
1.0,40.75065,-73.99718,40.75221,-73.97251,20,8.0,1
1.03,40.75065,-73.99718,40.72584,-73.998,22,5.0,1
0.64,40.75065,-73.99718,40.74515,-73.9783,22,4.5,1
1.5,40.75065,-73.99718,40.75221,-73.97251,20,7.5,1
1.8,40.75065,-73.99718,40.7318,-73.98911,17,9.5,0
3.82,40.75065,-73.99718,40.71683,-74.01494,13,17.0,0
8.94,40.75065,-73.99718,40.77445,-73.87332,17,30.5,0
2.2,40.75065,-73.99718,40.75859,-73.96793,22,8.5,1
0.56,40.75065,-73.99718,40.75065,-73.99718,9,4.5,0
4.0,40.75065,-73.99718,40.69463,-73.98972,20,15.0,1
1.05,40.75065,-73.99718,40.7545,-73.98226,20,6.5,1
1.6,40.75065,-73.99718,40.75065,-73.99718,18,10.0,1
1.3,40.75065,-73.99718,40.7559,-73.97386,8,6.5,0
4.6,40.75065,-73.99718,40.71244,-73.95299,21,17.0,1
0.7,40.75065,-73.99718,40.7545,-73.98226,11,4.5,0
0.97,40.75065,-73.99718,40.75533,-73.99311,15,7.5,0
2.7,40.75065,-73.99718,40.76474,-73.96314,20,14.0,1
2.55,40.75065,-73.99718,40.72584,-73.998,21,10.5,1
0.9,40.75065,-73.99718,40.76078,-73.97767,21,5.5,1
0.7,40.75065,-73.99718,40.7318,-73.98911,12,6.0,0
0.99,40.75065,-73.99718,40.75065,-73.99718,13,7.0,0
0.8,40.75065,-73.99718,40.76078,-73.97767,12,10.0,0
1.57,40.75065,-73.99718,40.76078,-73.97767,20,10.0,1
0.69,40.75065,-73.99718,40.74187,-74.00052,0,4.5,1
1.9,40.75065,-73.99718,40.75859,-73.96793,1,8.0,1
3.7,40.75065,-73.99718,40.7763,-73.95372,20,14.0,1
0.8,40.75065,-73.99718,40.75221,-73.97251,13,5.0,0
2.08,40.75065,-73.99718,40.7657,-73.98706,8,11.5,0
2.84,40.75065,-73.99718,40.77601,-73.98269,19,12.0,1
1.9,40.75065,-73.99718,40.75859,-73.96793,17,9.0,0
0.2,40.75065,-73.99718,40.75065,-73.99718,3,2.5,1
1.9,40.75065,-73.99718,40.76362,-73.97244,15,12.5,0
1.15,40.75065,-73.99718,40.75138,-73.99715,11,11.5,0
0.84,40.75065,-73.99718,40.75138,-73.99715,0,5.5,1
1.8,40.75065,-73.99718,40.75778,-73.97249,14,11.0,0
0.7,40.75065,-73.99718,40.7545,-73.98226,16,5.5,0
1.8,40.75065,-73.99718,40.76078,-73.97767,10,12.0,0
2.5,40.75065,-73.99718,40.7157,-73.98638,7,9.5,0
1.47,40.75065,-73.99718,40.75138,-73.99715,3,7.0,1
7.44,40.75065,-73.99718,40.67111,-73.9363,23,25.5,1
7.0,40.75065,-73.99718,40.67767,-74.00465,19,20.0,1
0.99,40.75065,-73.99718,40.7545,-73.98226,19,5.5,1
1.2,40.75065,-73.99718,40.75138,-73.99715,20,6.5,1
2.95,40.75065,-73.99718,40.76939,-73.95871,19,12.0,1
2.6,40.75065,-73.99718,40.72584,-73.998,18,10.5,1
2.1,40.75065,-73.99718,40.7157,-73.98638,21,10.5,1
4.82,40.75065,-73.99718,40.77238,-73.92611,2,17.0,1
13.1,40.75065,-73.99718,40.72817,-73.78491,23,37.5,1
3.33,40.75065,-73.99718,40.76166,-73.95017,20,14.0,1
1.64,40.75065,-73.99718,40.73374,-74.00687,15,7.5,0
1.1,40.75065,-73.99718,40.75906,-73.98026,18,10.0,1
6.5,40.75065,-73.99718,40.80245,-73.9526,14,29.5,0
2.62,40.75065,-73.99718,40.76939,-73.95871,11,11.5,0
0.7,40.75065,-73.99718,40.75138,-73.99715,20,5.5,1
0.33,40.75065,-73.99718,40.75065,-73.99718,12,9.0,0
0.6,40.75065,-73.99718,40.75031,-73.99298,23,5.0,1
1.55,40.75065,-73.99718,40.74187,-74.00052,20,8.0,1
1.68,40.75065,-73.99718,40.75479,-73.97495,11,16.5,0
0.89,40.75065,-73.99718,40.7545,-73.98226,20,6.0,1
4.32,40.75065,-73.99718,40.77601,-73.98269,18,17.0,1
3.5,40.75065,-73.99718,40.7763,-73.95372,21,13.0,1
0.65,40.75065,-73.99718,40.7545,-73.98226,20,4.5,1
1.4,40.75065,-73.99718,40.75138,-73.99715,12,8.0,0
1.18,40.75065,-73.99718,40.73374,-74.00687,20,8.5,1
1.64,40.75065,-73.99718,40.75859,-73.96793,17,13.0,0
0.47,40.75065,-73.99718,40.72633,-73.97861,9,4.5,0
0.46,40.75065,-73.99718,40.75065,-73.99718,14,5.5,0
1.24,40.75065,-73.99718,40.74187,-74.00052,14,7.0,0
1.5,40.75065,-73.99718,40.74187,-74.00052,19,9.0,1
3.1,40.75065,-73.99718,40.70968,-74.01284,0,11.5,1
1.3,40.75065,-73.99718,40.75778,-73.97249,21,7.5,1
1.0,40.75065,-73.99718,40.7545,-73.98226,11,9.0,0
1.57,40.75065,-73.99718,40.7318,-73.98911,17,10.5,0
1.76,40.75065,-73.99718,40.72633,-73.97861,9,10.0,0
1.76,40.75065,-73.99718,40.76078,-73.97767,21,10.0,1
