trip_distance,pickup_Longitude,pickup_Latitude,dropoff_Longitude,dropoff_Latitude,pickup_hour,fare_amount,shift_night
5.8,40.74187,-74.00052,40.81184,-73.9534,3,20.5,1
0.98,40.74187,-74.00052,40.75031,-73.99298,15,6.0,0
1.99,40.74187,-74.00052,40.72633,-73.97861,21,11.0,1
3.3,40.72584,-73.998,40.76078,-73.97767,17,13.5,0
5.8,40.72584,-73.998,40.76474,-73.96314,13,21.0,0
3.7,40.72584,-73.998,40.67767,-74.00465,0,15.5,1
1.39,40.72584,-73.998,40.7318,-73.98911,19,9.0,1
1.41,40.72584,-73.998,40.74187,-74.00052,20,8.0,1
0.64,40.72584,-73.998,40.72584,-73.998,19,4.5,1
3.5,40.72584,-73.998,40.76474,-73.96314,22,16.0,1
1.0,40.72584,-73.998,40.75065,-73.99718,11,6.5,0
1.1,40.72584,-73.998,40.7157,-73.98638,21,5.5,1
1.73,40.72584,-73.998,40.70824,-74.01054,22,9.5,1
2.13,40.72584,-73.998,40.75065,-73.99718,9,12.5,0
1.5,40.72584,-73.998,40.72022,-74.00463,18,9.5,1
5.11,40.72584,-73.998,40.76166,-73.95017,20,17.5,1
2.09,40.72584,-73.998,40.70614,-74.00891,15,9.5,0
2.09,40.72584,-73.998,40.74187,-74.00052,0,13.5,1
0.8,40.72584,-73.998,40.72022,-74.00463,21,6.0,1
2.04,40.72584,-73.998,40.70614,-74.00891,16,9.0,0
2.23,40.72584,-73.998,40.74187,-74.00052,10,14.5,0
1.72,40.72584,-73.998,40.75065,-73.99718,22,8.0,1
2.85,40.72584,-73.998,40.75906,-73.98026,22,14.5,1
0.95,40.72584,-73.998,40.74187,-74.00052,20,6.0,1
1.0,40.72584,-73.998,40.71514,-74.00377,19,9.0,1
3.6,40.72584,-73.998,40.75533,-73.99311,14,15.5,0
2.2,40.72584,-73.998,40.75065,-73.99718,3,10.0,1
9.41,40.72584,-73.998,40.82518,-73.95013,20,32.0,1
1.9,40.72584,-73.998,40.75065,-73.99718,11,11.5,0
1.86,40.72584,-73.998,40.75031,-73.99298,3,8.0,1
0.61,40.72584,-73.998,40.72584,-73.998,23,5.5,1
1.96,40.72584,-73.998,40.75031,-73.99298,20,9.5,1
2.58,40.72584,-73.998,40.75065,-73.99718,18,15.0,1
1.4,40.72584,-73.998,40.7318,-73.98911,18,7.0,1
1.56,40.72584,-73.998,40.73374,-74.00687,18,7.5,1
1.57,40.72584,-73.998,40.75031,-73.99298,15,19.0,0
0.62,40.72584,-73.998,40.74187,-74.00052,3,4.0,1
1.09,40.72584,-73.998,40.73374,-74.00687,7,5.5,0
3.32,40.72584,-73.998,40.75859,-73.96793,13,18.5,0
2.0,40.72584,-73.998,40.71025,-74.01672,21,8.5,1
0.3,40.72584,-73.998,40.72584,-73.998,19,4.0,1
1.22,40.72584,-73.998,40.73374,-74.00687,18,8.0,1
3.6,40.72584,-73.998,40.76078,-73.97767,20,14.5,1
1.19,40.72584,-73.998,40.74187,-74.00052,18,6.5,1
2.03,40.72584,-73.998,40.75065,-73.99718,23,10.0,1
1.7,40.72584,-73.998,40.72633,-73.97861,21,9.0,1
1.1,40.72584,-73.998,40.72584,-73.998,14,2.5,0
3.4,40.72584,-73.998,40.75221,-73.97251,0,14.0,1
2.03,40.72584,-73.998,40.75065,-73.99718,17,13.5,0
1.26,40.72584,-73.998,40.7318,-73.98911,16,7.0,0
1.2,40.72584,-73.998,40.74187,-74.00052,16,6.5,0
2.36,40.72584,-73.998,40.7545,-73.98226,20,11.5,1
1.0,40.72584,-73.998,40.74187,-74.00052,18,6.0,1
0.4,40.72584,-73.998,40.72584,-73.998,19,4.0,1
1.22,40.72584,-73.998,40.75065,-73.99718,15,5.5,0
1.38,40.72584,-73.998,40.71514,-74.00377,22,6.0,1
1.38,40.72584,-73.998,40.74187,-74.00052,11,8.0,0
4.4,40.72584,-73.998,40.76166,-73.95017,23,15.5,1
2.5,40.72584,-73.998,40.7545,-73.98226,8,15.0,0
0.9,40.72584,-73.998,40.73374,-74.00687,1,6.5,1
0.6,40.72584,-73.998,40.72584,-73.998,23,5.5,1
0.63,40.72584,-73.998,40.72584,-73.998,21,5.0,1
0.76,40.72584,-73.998,40.7318,-73.98911,20,5.0,1
2.73,40.72584,-73.998,40.71025,-74.01672,18,14.5,1
0.5,40.72584,-73.998,40.7318,-73.98911,14,5.0,0
3.0,40.72584,-73.998,40.76362,-73.97244,9,21.5,0
2.45,40.72584,-73.998,40.69463,-73.98972,13,12.0,0
0.79,40.72584,-73.998,40.7157,-73.98638,14,6.5,0
1.42,40.72584,-73.998,40.73374,-74.00687,10,8.0,0
3.1,40.72584,-73.998,40.75859,-73.96793,14,14.0,0
6.0,40.72584,-73.998,40.76939,-73.95871,18,23.0,1
1.1,40.72584,-73.998,40.7157,-73.98638,1,7.0,1
0.5,40.72584,-73.998,40.72022,-74.00463,14,4.0,0
1.6,40.72584,-73.998,40.74187,-74.00052,8,7.5,0
0.98,40.72584,-73.998,40.72633,-73.97861,20,8.0,1
1.6,40.72584,-73.998,40.71025,-74.01672,23,9.0,1
2.69,40.72584,-73.998,40.75906,-73.98026,14,15.5,0
3.1,40.72584,-73.998,40.76078,-73.97767,18,17.0,1
1.1,40.72584,-73.998,40.72633,-73.97861,17,7.5,0
6.5,40.72584,-73.998,40.79857,-73.96659,22,22.5,1
2.8,40.72584,-73.998,40.7559,-73.97386,20,12.5,1
6.4,40.72584,-73.998,40.66304,-73.95431,2,21.5,1
0.92,40.72584,-73.998,40.71514,-74.00377,10,5.5,0
1.5,40.72584,-73.998,40.73374,-74.00687,16,8.5,0
0.5,40.72584,-73.998,40.72584,-73.998,21,5.0,1
1.76,40.72584,-73.998,40.7157,-73.98638,23,8.0,1
0.57,40.72584,-73.998,40.7157,-73.98638,12,5.5,0
1.0,40.72584,-73.998,40.74187,-74.00052,22,7.5,1
2.0,40.72584,-73.998,40.70614,-74.00891,22,8.5,1
5.0,40.72584,-73.998,40.67913,-73.96384,21,22.0,1
1.1,40.72584,-73.998,40.71395,-74.00764,20,5.5,1
2.7,40.72584,-73.998,40.69463,-73.98972,9,14.5,0
0.84,40.72584,-73.998,40.71514,-74.00377,17,5.0,0
1.75,40.72584,-73.998,40.75138,-73.99715,17,8.5,0
2.53,40.72584,-73.998,40.75065,-73.99718,20,14.0,1
0.72,40.72584,-73.998,40.7157,-73.98638,13,6.0,0
2.83,40.72584,-73.998,40.75533,-73.99311,22,12.5,1
3.0,40.72584,-73.998,40.69463,-73.98972,19,14.0,1
3.9,40.72584,-73.998,40.76474,-73.96314,22,17.5,1
1.03,40.72584,-73.998,40.71514,-74.00377,9,7.5,0
0.4,40.72584,-73.998,40.72584,-73.998,7,4.5,0
3.4,40.72584,-73.998,40.76078,-73.97767,21,14.5,1
1.5,40.72584,-73.998,40.75065,-73.99718,10,6.5,0
1.27,40.72584,-73.998,40.73374,-74.00687,17,7.0,0
3.01,40.72584,-73.998,40.75138,-73.99715,19,15.5,1
1.7,40.72584,-73.998,40.73374,-74.00687,13,8.5,0
0.58,40.72584,-73.998,40.72584,-73.998,13,5.5,0
0.7,40.72584,-73.998,40.72584,-73.998,17,7.5,0
1.65,40.72584,-73.998,40.7157,-73.98638,17,9.0,0
0.8,40.72584,-73.998,40.74187,-74.00052,15,5.0,0
0.5,40.72584,-73.998,40.7157,-73.98638,14,7.0,0
0.7,40.72584,-73.998,40.71514,-74.00377,18,5.0,1
4.5,40.72584,-73.998,40.76166,-73.95017,20,17.5,1
1.9,40.72584,-73.998,40.70916,-74.00279,14,12.5,0
3.6,40.72584,-73.998,40.76474,-73.96314,16,16.0,0
4.98,40.72584,-73.998,40.7763,-73.95372,3,17.5,1
1.04,40.72584,-73.998,40.7157,-73.98638,18,7.5,1
0.7,40.72584,-73.998,40.72584,-73.998,9,4.5,0
0.42,40.72584,-73.998,40.72584,-73.998,18,4.0,1
1.2,40.72584,-73.998,40.74187,-74.00052,20,7.0,1
0.17,40.72584,-73.998,40.72584,-73.998,20,4.5,1
0.86,40.72584,-73.998,40.74187,-74.00052,19,6.0,1
2.4,40.72584,-73.998,40.75221,-73.97251,18,10.5,1
0.36,40.72584,-73.998,40.7318,-73.98911,1,3.0,1
1.6,40.72584,-73.998,40.71514,-74.00377,23,9.0,1
5.89,40.72584,-73.998,40.77601,-73.98269,23,27.0,1
1.1,40.72584,-73.998,40.71395,-74.00764,21,5.5,1
0.3,40.72584,-73.998,40.72584,-73.998,0,3.0,1
5.85,40.72584,-73.998,40.76931,-73.94993,22,19.5,1
0.54,40.72584,-73.998,40.73374,-74.00687,19,4.0,1
3.1,40.72584,-73.998,40.75906,-73.98026,11,21.5,0
0.2,40.72584,-73.998,40.72584,-73.998,9,4.5,0
0.99,40.72584,-73.998,40.7318,-73.98911,21,6.5,1
1.9,40.72584,-73.998,40.7318,-73.98911,22,9.5,1
2.3,40.72584,-73.998,40.71025,-74.01672,15,11.0,0
2.99,40.72584,-73.998,40.75906,-73.98026,13,14.0,0
1.53,40.72584,-73.998,40.73374,-74.00687,13,8.5,0
1.09,40.72584,-73.998,40.72584,-73.998,21,10.5,1
3.06,40.72584,-73.998,40.75859,-73.96793,4,12.0,1
1.5,40.72584,-73.998,40.7157,-73.98638,1,9.5,1
2.64,40.72584,-73.998,40.75138,-73.99715,0,12.5,1
1.3,40.72584,-73.998,40.7318,-73.98911,19,7.0,1
0.8,40.72584,-73.998,40.73374,-74.00687,19,5.5,1
3.61,40.72584,-73.998,40.77601,-73.98269,22,16.0,1
0.9,40.72584,-73.998,40.71514,-74.00377,0,5.5,1
0.7,40.72584,-73.998,40.7318,-73.98911,20,6.0,1
2.09,40.72584,-73.998,40.72633,-73.97861,20,11.5,1
3.9,40.72584,-73.998,40.77601,-73.98269,1,15.5,1
2.46,40.72584,-73.998,40.75065,-73.99718,8,11.0,0
1.44,40.72584,-73.998,40.73374,-74.00687,18,10.0,1
0.6,40.72584,-73.998,40.7318,-73.98911,0,6.0,1
2.31,40.72584,-73.998,40.70824,-74.01054,21,13.0,1
2.1,40.72584,-73.998,40.7545,-73.98226,12,14.0,0
0.55,40.72584,-73.998,40.71514,-74.00377,20,5.0,1
6.83,40.72584,-73.998,40.7763,-73.95372,1,25.5,1
2.61,40.72584,-73.998,40.75892,-73.97746,19,12.0,1
1.41,40.72584,-73.998,40.70824,-74.01054,12,7.0,0
2.02,40.72584,-73.998,40.75065,-73.99718,13,10.5,0
1.63,40.72584,-73.998,40.72633,-73.97861,19,11.0,1
0.9,40.72584,-73.998,40.72584,-73.998,20,7.0,1
1.38,40.72584,-73.998,40.7157,-73.98638,1,9.0,1
1.7,40.72584,-73.998,40.74187,-74.00052,22,8.0,1
7.1,40.72584,-73.998,40.76266,-73.91349,3,21.5,1
2.29,40.72584,-73.998,40.70916,-74.00279,17,12.0,0
8.11,40.72584,-73.998,40.76172,-73.93183,23,29.0,1
0.9,40.72584,-73.998,40.73374,-74.00687,17,5.0,0
4.33,40.72584,-73.998,40.6626,-73.98678,21,16.0,1
3.4,40.72584,-73.998,40.76362,-73.97244,14,18.5,0
2.5,40.72584,-73.998,40.75065,-73.99718,22,11.5,1
2.45,40.72584,-73.998,40.75138,-73.99715,14,13.0,0
0.7,40.72584,-73.998,40.72584,-73.998,21,5.5,1
0.7,40.72584,-73.998,40.7318,-73.98911,17,6.0,0
2.15,40.72584,-73.998,40.74515,-73.9783,1,12.0,1
3.73,40.72584,-73.998,40.75065,-73.99718,19,16.5,1
2.67,40.72584,-73.998,40.75138,-73.99715,12,11.0,0
1.06,40.72584,-73.998,40.74187,-74.00052,16,6.0,0
0.59,40.72584,-73.998,40.72584,-73.998,12,5.0,0
0.42,40.72584,-73.998,40.74187,-74.00052,16,3.5,0
3.5,40.72584,-73.998,40.7657,-73.98706,16,14.5,0
0.8,40.72584,-73.998,40.7318,-73.98911,16,5.0,0
0.9,40.72584,-73.998,40.7318,-73.98911,7,5.0,0
2.24,40.72584,-73.998,40.7545,-73.98226,0,9.5,1
6.3,40.72584,-73.998,40.79857,-73.96659,1,20.5,1
3.2,40.72584,-73.998,40.75138,-73.99715,9,13.0,0
3.17,40.72584,-73.998,40.7584,-73.97203,22,13.5,1
1.7,40.72584,-73.998,40.74187,-74.00052,21,9.0,1
0.6,40.72584,-73.998,40.7318,-73.98911,9,4.0,0
2.1,40.72584,-73.998,40.75138,-73.99715,15,19.5,0
2.9,40.72584,-73.998,40.75778,-73.97249,10,17.0,0
2.1,40.72584,-73.998,40.75065,-73.99718,13,9.5,0
0.3,40.72584,-73.998,40.72584,-73.998,12,3.5,0
2.0,40.72584,-73.998,40.75065,-73.99718,17,14.5,0
0.6,40.72584,-73.998,40.72584,-73.998,18,5.5,1
2.79,40.72584,-73.998,40.75906,-73.98026,19,17.5,1
0.8,40.72584,-73.998,40.7318,-73.98911,13,6.0,0
1.85,40.72584,-73.998,40.75065,-73.99718,16,10.5,0
6.1,40.72584,-73.998,40.67767,-74.00465,20,20.5,1
0.7,40.72584,-73.998,40.72584,-73.998,18,5.5,1
6.9,40.72584,-73.998,40.76266,-73.91349,0,25.0,1
0.9,40.72584,-73.998,40.72022,-74.00463,14,5.5,0
1.5,40.72584,-73.998,40.70824,-74.01054,20,8.5,1
1.8,40.72584,-73.998,40.75138,-73.99715,13,9.0,0
0.9,40.72584,-73.998,40.72022,-74.00463,14,6.5,0
2.7,40.72584,-73.998,40.75778,-73.97249,7,12.0,0
4.03,40.72584,-73.998,40.75859,-73.96793,14,29.5,0
1.58,40.72584,-73.998,40.73374,-74.00687,23,8.5,1
5.4,40.72584,-73.998,40.7763,-73.95372,23,18.0,1
1.38,40.72584,-73.998,40.72633,-73.97861,14,9.5,0
3.7,40.72584,-73.998,40.72858,-73.94774,23,13.0,1
2.4,40.72584,-73.998,40.75138,-73.99715,14,11.5,0
2.89,40.72584,-73.998,40.75906,-73.98026,19,13.5,1
2.7,40.72584,-73.998,40.76078,-73.97767,8,13.5,0
1.4,40.72584,-73.998,40.74187,-74.00052,18,7.0,1
2.5,40.72584,-73.998,40.7545,-73.98226,15,15.0,0
1.74,40.72584,-73.998,40.7545,-73.98226,9,8.0,0
3.3,40.72584,-73.998,40.76362,-73.97244,11,19.0,0
0.7,40.72584,-73.998,40.7318,-73.98911,21,5.5,1
3.0,40.72584,-73.998,40.75138,-73.99715,15,13.5,0
2.0,40.72584,-73.998,40.74187,-74.00052,19,11.5,1
1.54,40.72584,-73.998,40.70614,-74.00891,0,9.0,1
1.7,40.72584,-73.998,40.72633,-73.97861,23,10.5,1
0.7,40.72584,-73.998,40.72022,-74.00463,19,5.0,1
6.3,40.72584,-73.998,40.70429,-73.92107,18,23.5,1
2.7,40.72584,-73.998,40.75031,-73.99298,14,13.0,0
2.45,40.72584,-73.998,40.76078,-73.97767,11,18.0,0
1.23,40.72584,-73.998,40.7157,-73.98638,4,6.5,1
4.04,40.72584,-73.998,40.77555,-73.99035,17,19.0,0
1.5,40.72584,-73.998,40.75138,-73.99715,19,7.0,1
7.3,40.72584,-73.998,40.7763,-73.95372,13,30.0,0
6.6,40.72584,-73.998,40.7446,-73.92027,21,23.5,1
1.01,40.72584,-73.998,40.74187,-74.00052,18,6.5,1
9.9,40.72584,-73.998,40.83076,-73.93619,22,30.0,1
2.24,40.72584,-73.998,40.7545,-73.98226,23,10.0,1
1.38,40.72584,-73.998,40.72633,-73.97861,4,7.0,1
3.42,40.72584,-73.998,40.75859,-73.96793,13,17.0,0
1.2,40.72584,-73.998,40.74187,-74.00052,21,6.0,1
1.4,40.72584,-73.998,40.71514,-74.00377,18,9.0,1
2.8,40.72584,-73.998,40.75892,-73.97746,19,15.5,1
3.2,40.72584,-73.998,40.75533,-73.99311,18,19.0,1
2.3,40.72584,-73.998,40.7545,-73.98226,11,16.0,0
0.88,40.72584,-73.998,40.72584,-73.998,22,5.5,1
1.9,40.72584,-73.998,40.72633,-73.97861,22,9.5,1
0.9,40.72584,-73.998,40.72022,-74.00463,8,5.5,0
2.83,40.72584,-73.998,40.71244,-73.95299,18,13.5,1
0.6,40.72584,-73.998,40.72584,-73.998,12,5.0,0
4.9,40.72584,-73.998,40.76166,-73.95017,20,18.5,1
1.12,40.72584,-73.998,40.7157,-73.98638,15,9.5,0
0.54,40.72584,-73.998,40.72584,-73.998,20,4.0,1
0.7,40.72584,-73.998,40.72022,-74.00463,9,8.0,0
1.1,40.72584,-73.998,40.71395,-74.00764,2,5.5,1
1.8,40.72584,-73.998,40.71683,-74.01494,15,7.5,0
6.13,40.72584,-73.998,40.79857,-73.96659,16,26.0,0
1.71,40.72584,-73.998,40.74187,-74.00052,15,7.5,0
5.4,40.72584,-73.998,40.76166,-73.95017,15,20.5,0
3.77,40.72584,-73.998,40.70968,-74.01284,10,16.5,0
7.94,40.72584,-73.998,40.64346,-73.97611,23,28.0,1
3.2,40.72584,-73.998,40.76078,-73.97767,15,15.0,0
0.8,40.72584,-73.998,40.7157,-73.98638,11,7.0,0
2.8,40.72584,-73.998,40.75533,-73.99311,0,12.0,1
4.6,40.72584,-73.998,40.77555,-73.99035,0,17.5,1
1.7,40.72584,-73.998,40.7157,-73.98638,1,11.5,1
0.7,40.72584,-73.998,40.74187,-74.00052,10,4.5,0
1.89,40.72584,-73.998,40.71025,-74.01672,18,9.0,1
1.0,40.72584,-73.998,40.74187,-74.00052,17,5.5,0
2.73,40.72584,-73.998,40.68259,-73.97928,18,12.0,1
3.7,40.72584,-73.998,40.75533,-73.99311,22,14.5,1
0.81,40.72584,-73.998,40.72584,-73.998,20,5.5,1
2.3,40.72584,-73.998,40.75221,-73.97251,16,12.0,0
3.5,40.72584,-73.998,40.76474,-73.96314,21,14.5,1
3.6,40.72584,-73.998,40.71244,-73.95299,23,15.0,1
0.3,40.72584,-73.998,40.72584,-73.998,1,4.0,1
0.6,40.72584,-73.998,40.72633,-73.97861,17,5.0,0
2.94,40.72584,-73.998,40.75221,-73.97251,23,12.5,1
2.5,40.72584,-73.998,40.7545,-73.98226,11,20.5,0
1.5,40.72584,-73.998,40.75031,-73.99298,22,6.5,1
2.1,40.72584,-73.998,40.75533,-73.99311,20,8.0,1
2.35,40.72584,-73.998,40.75221,-73.97251,19,10.5,1
1.4,40.72584,-73.998,40.71395,-74.00764,19,7.5,1
2.63,40.72584,-73.998,40.75533,-73.99311,22,11.0,1
2.22,40.72584,-73.998,40.7545,-73.98226,14,15.5,0
2.42,40.72584,-73.998,40.69468,-73.96613,0,10.5,1
1.0,40.72584,-73.998,40.7157,-73.98638,11,8.5,0
3.5,40.72584,-73.998,40.76362,-73.97244,12,15.0,0
0.84,40.72584,-73.998,40.73374,-74.00687,19,6.0,1
7.83,40.72584,-73.998,40.64346,-73.97611,3,24.5,1
2.41,40.72584,-73.998,40.70614,-74.00891,0,10.5,1
1.41,40.72584,-73.998,40.72633,-73.97861,22,7.5,1
3.2,40.72584,-73.998,40.75533,-73.99311,13,14.0,0
1.0,40.72584,-73.998,40.7157,-73.98638,20,6.5,1
2.4,40.72584,-73.998,40.75065,-73.99718,14,18.5,0
0.37,40.72584,-73.998,40.7318,-73.98911,10,6.0,0
3.01,40.72584,-73.998,40.71244,-73.95299,18,12.5,1
1.4,40.72584,-73.998,40.73374,-74.00687,13,9.0,0
4.81,40.72584,-73.998,40.72858,-73.94774,11,21.0,0
4.7,40.72584,-73.998,40.76939,-73.95871,21,21.0,1
5.41,40.72584,-73.998,40.70429,-73.92107,22,22.0,1
1.8,40.72584,-73.998,40.74515,-73.9783,22,9.5,1
0.7,40.72584,-73.998,40.74187,-74.00052,12,8.5,0
0.82,40.72584,-73.998,40.72584,-73.998,19,8.0,1
1.01,40.72584,-73.998,40.74187,-74.00052,10,6.5,0
0.73,40.72584,-73.998,40.7318,-73.98911,16,6.0,0
2.67,40.72584,-73.998,40.69468,-73.96613,19,11.0,1
0.66,40.72584,-73.998,40.71395,-74.00764,17,6.0,0
0.64,40.72584,-73.998,40.72584,-73.998,13,6.0,0
1.5,40.72584,-73.998,40.72022,-74.00463,18,7.5,1
4.5,40.72584,-73.998,40.7763,-73.95372,7,16.5,0
3.9,40.72584,-73.998,40.75138,-73.99715,19,15.0,1
1.51,40.72584,-73.998,40.73374,-74.00687,20,6.5,1
2.1,40.72584,-73.998,40.7545,-73.98226,15,12.5,0
0.7,40.72584,-73.998,40.7157,-73.98638,1,6.5,1
1.75,40.72584,-73.998,40.75221,-73.97251,0,8.5,1
0.63,40.72584,-73.998,40.7318,-73.98911,22,4.0,1
0.61,40.72584,-73.998,40.7157,-73.98638,15,5.0,0
1.8,40.72584,-73.998,40.72633,-73.97861,22,10.5,1
0.59,40.72584,-73.998,40.74187,-74.00052,8,3.5,0
3.1,40.72584,-73.998,40.71244,-73.95299,21,12.5,1
1.23,40.72584,-73.998,40.75065,-73.99718,14,8.0,0
3.8,40.72584,-73.998,40.72633,-73.97861,21,17.0,1
2.8,40.72584,-73.998,40.70824,-74.01054,15,12.5,0
5.58,40.72584,-73.998,40.6626,-73.98678,21,21.5,1
14.86,40.72584,-73.998,40.57665,-73.98873,0,44.0,1
2.72,40.72584,-73.998,40.75221,-73.97251,3,10.5,1
1.03,40.72584,-73.998,40.7318,-73.98911,22,7.0,1
1.2,40.72584,-73.998,40.74187,-74.00052,12,7.5,0
1.36,40.72584,-73.998,40.7157,-73.98638,23,8.5,1
1.71,40.72584,-73.998,40.72633,-73.97861,21,8.5,1
0.7,40.72584,-73.998,40.74187,-74.00052,17,5.0,0
10.2,40.72584,-73.998,40.80245,-73.9526,2,34.5,1
0.3,40.72584,-73.998,40.71514,-74.00377,12,4.0,0
0.88,40.72584,-73.998,40.73374,-74.00687,0,6.0,1
3.1,40.72584,-73.998,40.68259,-73.97928,2,11.5,1
1.19,40.72584,-73.998,40.7318,-73.98911,21,7.0,1
12.81,40.72584,-73.998,40.86804,-73.90006,18,42.0,1
0.4,40.72584,-73.998,40.7157,-73.98638,2,5.0,1
3.0,40.72584,-73.998,40.7559,-73.97386,17,14.5,0
0.5,40.72584,-73.998,40.73374,-74.00687,1,5.0,1
6.93,40.72584,-73.998,40.76266,-73.91349,4,22.5,1
1.9,40.72584,-73.998,40.73374,-74.00687,15,9.0,0
7.0,40.72584,-73.998,40.74482,-73.90522,4,23.0,1
0.67,40.72584,-73.998,40.74187,-74.00052,10,4.5,0
3.1,40.72584,-73.998,40.76078,-73.97767,20,16.0,1
2.91,40.72584,-73.998,40.69463,-73.98972,20,11.5,1
1.3,40.72584,-73.998,40.74187,-74.00052,22,7.5,1
2.63,40.72584,-73.998,40.75138,-73.99715,20,12.0,1
1.1,40.72584,-73.998,40.7157,-73.98638,8,7.5,0
3.9,40.72584,-73.998,40.77601,-73.98269,21,17.0,1
5.4,40.72584,-73.998,40.67913,-73.96384,2,21.5,1
2.8,40.72584,-73.998,40.7545,-73.98226,0,13.5,1
0.93,40.72584,-73.998,40.7318,-73.98911,0,6.0,1
2.5,40.72584,-73.998,40.75479,-73.97495,1,10.5,1
1.5,40.72584,-73.998,40.75031,-73.99298,17,8.0,0
13.62,40.72584,-73.998,40.86244,-73.88826,1,41.0,1
1.17,40.72584,-73.998,40.7318,-73.98911,9,8.0,0
3.9,40.72584,-73.998,40.7657,-73.98706,21,15.5,1
7.2,40.72584,-73.998,40.74482,-73.90522,21,29.0,1
1.64,40.72584,-73.998,40.75221,-73.97251,17,9.0,0
0.59,40.72584,-73.998,40.7318,-73.98911,8,6.5,0
4.5,40.72584,-73.998,40.7763,-73.95372,21,18.0,1
1.27,40.72584,-73.998,40.7157,-73.98638,20,8.0,1
0.8,40.72584,-73.998,40.72584,-73.998,14,5.5,0
1.8,40.72584,-73.998,40.75138,-73.99715,0,7.5,1
0.45,40.72584,-73.998,40.74187,-74.00052,20,4.0,1
3.8,40.72584,-73.998,40.68259,-73.97928,20,14.5,1
0.77,40.72584,-73.998,40.72584,-73.998,2,5.5,1
5.49,40.72584,-73.998,40.7763,-73.95372,1,19.0,1
5.1,40.72584,-73.998,40.67913,-73.96384,18,21.0,1
0.8,40.72584,-73.998,40.73374,-74.00687,21,5.5,1
2.96,40.72584,-73.998,40.75533,-73.99311,20,13.5,1
1.72,40.72584,-73.998,40.72633,-73.97861,18,8.5,1
0.9,40.72584,-73.998,40.7318,-73.98911,17,6.0,0
6.4,40.72584,-73.998,40.76266,-73.91349,2,20.0,1
1.09,40.72584,-73.998,40.72584,-73.998,23,6.0,1
0.4,40.72584,-73.998,40.73374,-74.00687,8,4.0,0
0.59,40.72584,-73.998,40.7318,-73.98911,19,5.0,1
1.0,40.72584,-73.998,40.7157,-73.98638,22,7.0,1
0.8,40.72584,-73.998,40.7318,-73.98911,20,6.0,1
2.69,40.72584,-73.998,40.75906,-73.98026,16,15.0,0
3.2,40.72584,-73.998,40.7657,-73.98706,9,18.5,0
1.8,40.72584,-73.998,40.7318,-73.98911,1,8.5,1
3.01,40.72584,-73.998,40.75906,-73.98026,22,12.0,1
0.7,40.72584,-73.998,40.74187,-74.00052,14,4.5,0
2.6,40.72584,-73.998,40.75479,-73.97495,15,15.0,0
1.8,40.72584,-73.998,40.71683,-74.01494,18,8.5,1
0.75,40.72584,-73.998,40.7157,-73.98638,3,6.5,1
0.8,40.72584,-73.998,40.72022,-74.00463,20,5.5,1
12.8,40.72584,-73.998,40.71529,-73.79306,1,35.0,1
5.8,40.72584,-73.998,40.6626,-73.98678,0,22.0,1
1.0,40.72584,-73.998,40.74187,-74.00052,20,8.0,1
10.03,40.72584,-73.998,40.77445,-73.87332,4,30.0,1
3.2,40.72584,-73.998,40.75138,-73.99715,10,16.5,0
5.44,40.72584,-73.998,40.72858,-73.94774,3,17.5,1
2.15,40.72584,-73.998,40.74515,-73.9783,21,9.0,1
1.3,40.72584,-73.998,40.74187,-74.00052,21,8.0,1
2.13,40.72584,-73.998,40.75065,-73.99718,14,11.5,0
1.39,40.72584,-73.998,40.72633,-73.97861,21,7.5,1
3.4,40.72584,-73.998,40.75859,-73.96793,16,12.0,0
1.9,40.72584,-73.998,40.72633,-73.97861,19,13.0,1
0.92,40.72584,-73.998,40.7318,-73.98911,19,6.0,1
0.44,40.72584,-73.998,40.72584,-73.998,21,4.0,1
2.01,40.72584,-73.998,40.72633,-73.97861,23,10.5,1
2.96,40.72584,-73.998,40.75533,-73.99311,1,12.0,1
1.2,40.72584,-73.998,40.72633,-73.97861,20,10.0,1
1.64,40.72584,-73.998,40.72633,-73.97861,16,11.5,0
1.48,40.72584,-73.998,40.73374,-74.00687,14,8.5,0
4.61,40.72584,-73.998,40.6626,-73.98678,16,19.0,0
1.83,40.72584,-73.998,40.71514,-74.00377,15,11.5,0
0.88,40.72584,-73.998,40.72584,-73.998,23,6.5,1
3.0,40.72584,-73.998,40.7559,-73.97386,0,10.5,1
3.17,40.72584,-73.998,40.75533,-73.99311,13,19.0,0
2.05,40.72584,-73.998,40.7545,-73.98226,11,17.0,0
5.8,40.72584,-73.998,40.67767,-74.00465,11,20.0,0
3.09,40.72584,-73.998,40.75065,-73.99718,17,23.5,0
2.17,40.72584,-73.998,40.75533,-73.99311,19,10.0,1
1.8,40.72584,-73.998,40.74187,-74.00052,23,9.0,1
1.69,40.72584,-73.998,40.73374,-74.00687,0,9.5,1
0.4,40.72584,-73.998,40.74187,-74.00052,7,3.5,0
1.13,40.72584,-73.998,40.73374,-74.00687,18,7.0,1
5.08,40.72584,-73.998,40.7657,-73.98706,19,18.5,1
4.71,40.72584,-73.998,40.67913,-73.96384,0,16.5,1
2.1,40.72584,-73.998,40.74515,-73.9783,17,10.0,0
1.3,40.72584,-73.998,40.75065,-73.99718,12,7.0,0
0.2,40.72584,-73.998,40.72584,-73.998,3,5.0,1
1.81,40.72584,-73.998,40.73374,-74.00687,23,8.5,1
